onset	duration	pict	response
0.0	1.0672	pict05_1.JPG	4
16.0	2.0334	pict48_1.JPG	1
32.0	3.2834	pict53_1.JPG	1
48.0	3.8001	pict29_1.JPG	3
64.0	1.2178	pict21_1.JPG	4
80.0	1.0005	pict25_1.JPG	1
96.0	1.9502	pict52_1.JPG	1
112.0	1.7837	pict37_1.JPG	1
128.0	1.5173	pict64_1.JPG	1
144.0	3.8669	pict31_1.JPG	4
160.0	1.9167	pict49_1.JPG	1
176.0	1.7333	pict27_1.JPG	4
192.0	8.5164	pict61_1.JPG	2
208.0	1.2833	pict50_1.JPG	1
224.0	4.4499	pict26_1.JPG	4
240.0	1.6001	pict43_1.JPG	1
256.0	1.7334	pict19_1.JPG	4
272.0	2.2167	pict44_1.JPG	1
