onset	duration	pict	response
0.0	4.4670	pict52.JPG	4
16.0	2.0335	pict22.JPG	1
32.0	3.3169	pict30.JPG	3
48.0	6.2333	pict58.JPG	4
64.0	2.5343	pict01.JPG	2
80.0	1.4678	pict53.JPG	4
96.0	1.7333	pict44.JPG	1
112.0	5.1834	pict10.JPG	1
128.0	2.7668	pict69.JPG	1
144.0	1.8333	pict54.JPG	4
160.0	2.1834	pict65.JPG	2
176.0	2.3167	pict60.JPG	3
192.0	1.4336	pict42.JPG	1
208.0	2.1333	pict13.JPG	2
224.0	5.3166	pict03.JPG	3
240.0	7.3164	pict23.JPG	4
256.0	1.4500	pict50.JPG	4
272.0	1.8334	pict46.JPG	4
