onset	duration	pict	response
0.0	1.3169	pict05_1.JPG	4
16.0	1.5168	pict48_1.JPG	1
32.0	3.9001	pict53_1.JPG	1
48.0	1.6002	pict29_1.JPG	3
64.0	2.6507	pict21_1.JPG	4
80.0	1.6339	pict25_1.JPG	4
96.0	5.0669	pict52_1.JPG	1
112.0	2.8835	pict37_1.JPG	2
128.0	2.8836	pict64_1.JPG	2
144.0	3.2834	pict31_1.JPG	3
160.0	1.2500	pict49_1.JPG	1
176.0	4.3005	pict27_1.JPG	4
192.0	3.1335	pict61_1.JPG	1
208.0	4.2666	pict50_1.JPG	1
224.0	6.3000	pict26_1.JPG	3
240.0	4.2500	pict43_1.JPG	2
256.0	3.8834	pict19_1.JPG	3
272.0	2.4834	pict44_1.JPG	2
