onset	duration	pict	response
0.0	5.1834	pict70_1.JPG	1
16.0	6.1666	pict51_1.JPG	1
32.0	6.4835	pict33_1.JPG	3
48.0	5.4833	pict07_1.JPG	3
64.0	6.7339	pict38_1.JPG	1
80.0	7.7669	pict58_1.JPG	2
96.0	6.8341	pict42_1.JPG	3
112.0	7.4333	pict28_1.JPG	4
128.0	5.5832	pict17_1.JPG	4
144.0	6.6168	pict41_1.JPG	1
160.0	6.7667	pict47_1.JPG	1
176.0	7.7001	pict14_1.JPG	4
192.0	8.9997	pict46_1.JPG	1
208.0	6.6498	pict56_1.JPG	2
224.0	6.9664	pict63_1.JPG	2
240.0	6.7165	pict08_1.JPG	4
256.0	7.1664	pict67_1.JPG	1
272.0	6.8498	pict59_1.JPG	1
