onset	duration	pict	response
0.0	7.2499	pict72.JPG	2
16.0	7.5168	pict32.JPG	3
32.0	6.2166	pict21.JPG	1
48.0	8.3165	pict45.JPG	1
64.0	7.6509	pict12.JPG	2
80.0	6.7169	pict67.JPG	1
96.0	6.9501	pict18.JPG	4
112.0	6.6665	pict25.JPG	4
128.0	7.1331	pict66.JPG	1
144.0	6.1334	pict11.JPG	1
160.0	7.0838	pict34.JPG	1
176.0	7.3832	pict07.JPG	4
192.0	6.2831	pict70.JPG	1
208.0	6.1666	pict36.JPG	4
224.0	8.0165	pict37.JPG	2
240.0	7.8497	pict38.JPG	2
256.0	7.3497	pict16.JPG	2
272.0	6.4002	pict15.JPG	4
